1,3114,4886,2294,4306,2355,6377,4016,588,53121,673
2,4896,60,2161,41566,1009,2162,126,56171,2399,2043
3,7,708,597,440,64,339,276,39,357,186
4,195,351,361,11,372,539,281,542,224,1888
5,141,637,719,104,135,830,743,520,65,102
6,1036,165,592,288,2278,6874,185,8665,23,4855
7,708,3,339,597,440,357,252,497,39,1569
8,146,238,754,158,609,484,711,1582,1017,828
9,204,667,71,1497,251,4200,2196,3444,1170,4614
10,434,733,95,1722,1370,3082,1552,1610,2947,3623
11,539,361,1784,224,2396,852,195,372,281,351
12,842,2004,2003,2514,3785,2606,2699,2163,4501,6888
13,2089,2085,3615,6889,5109,2899,3945,95588,73664,39529
14,62,300,508,535,475,43,529,766,412,538
15,940,8167,25866,25962,71840,552,25840,109677,101577,59954
16,1213,431,1466,318,1221,858,2329,36,3147,5989
17,515,509,25,28,1393,534,222,1296,105,1357
18,104,663,223,785,141,88,719,1080,65,441
19,344,520,333,1485,104,216,5481,3253,3948,413
20,145,1432,7007,5027,420,5628,349,106365,43853,61553
21,2542,296,4011,2110,608,1689,420,7257,555,54331
22,628,1620,27338,73511,79498,1805,107840,102138,366,79627
23,165,185,6,592,288,1036,1792,1752,1769,2278
24,1584,3994,1301,2117,4713,2010,6184,6305,8914,3700
25,17,1393,509,802,515,1704,1357,105,912,1721
26,43,14,62,40,412,991,475,766,1366,781
27,531,262,34,241,1012,917,7059,5099,3189,39307
28,17,515,1296,534,35,1177,1643,509,222,85
29,7123,4874,924,7099,3471,4370,1199,3503,6902,1306
30,247,290,117,36,97,268,1084,850,16,2731
31,282,508,277,491,261,193,62,337,300,524
32,70286,47,4878,2346,103,4226,5062,50,2232,65045
33,108190,2822,1605,47615,56626,35853,63688,5841,100171,6527
34,531,262,1012,3189,27,917,241,80,1097,5099
35,515,28,85,534,509,446,17,302,222,1177
36,318,16,858,1213,1466,247,1221,1084,431,3147
37,4453,4856,4861,4858,1797,4458,43934,4382,31429,6289
38,54,575,374,250,87,840,1021,2036,1005,801
39,597,357,339,440,1307,1923,1777,252,708,497
40,26,650,43,14,55,62,848,991,279,1366
41,527,1217,1299,1242,1272,1263,1090,1222,1178,1161
42,493,694,384,2194,4488,6977,3430,4572,4262,4344
43,55,26,650,412,14,1041,991,538,781,62
44,1681,1275,653,393,1587,2115,2193,2826,2373,5463
45,319,41716,608,5416,296,8330,235,6193,105945,91128
46,222,207,381,105,17,182,509,74,270,191
47,4226,904,8950,27773,50,32,257,1089,7347,1459
48,783,1029,594,1907,2081,595,364,1022,1688,596
49,461,1897,58816,27246,50183,5652,70637,1554,27020,1046
50,1089,1092,47,1617,5630,1086,4226,2579,4506,593
51,66539,7127,675,61073,4295,26559,52572,1626,2521,34526
52,58,94,852,1244,232,1247,838,372,539,11
53,82179,54241,55671,26062,90817,2821,8141,1419,64365,6817
54,250,575,374,87,38,881,1021,1005,2036,2042
55,766,43,781,1041,369,14,1399,535,1051,848
56,126,31447,2162,60,2399,1009,2161,2043,2,2093
57,538,412,261,452,491,300,337,508,282,529
58,52,232,1247,838,2396,539,224,11,1784,1244
59,1354,2686,1131,923,58274,91195,2024,1913,824,3788
60,2,1009,2161,126,2043,2162,2399,4896,2093,41566
61,79,640,805,100,782,1003,280,882,230,454
62,508,300,282,261,14,529,1246,337,277,491
63,762,2027,2502,2387,2378,1732,6957,2381,2379,2382
64,7,3,708,118,378,289,804,276,237,453
65,88,104,637,135,719,743,5,710,216,413
66,76,748,338,692,172,379,1882,3697,1240,541
67,843,790,816,855,857,730,873,853,884,1040
68,708,118,417,804,7,357,64,1571,497,1188
69,3177,441,216,1753,333,104,223,3253,6188,2335
70,2167,46965,48678,70607,5254,799,4128,1321,2617,112882
71,204,9,251,1497,667,1170,4200,2196,3444,4531
72,1836,1060,322,562,1648,2395,1904,1594,2165,994
