1,2294,3114,3754,4016,4886,33463,45074,53121,65577,91355
3,57,61,128,1028,2127,2177,2246,2247,2484,4992
4,8,40,65,69,120,124,131,182,188,240
5,12,53,59,96,197,227,235,284,355,363
6,19,20,66,70,89,104,106,117,121,127
7,24,167,187,291,483,598,1056,1833,1852,1876
8,4,40,65,69,120,124,131,182,188,240
9,148,160,241,488,615,723,767,823,843,1005
10,72,206,254,676,999,1125,1133,1194,1461,1472
11,97,438,498,551,746,851,1009,1401,1549,1604
12,5,53,59,96,197,227,235,284,355,363
13,764,857,2087,2088,2248,2599,2692,2785,2833,2866
14,2169,2173,2985,3706,4039,5206,7001,39529,52938,55856
15,27,32,41,44,56,58,63,68,92,116
16,957,8850,122480,122793,123761,59954,71840,101577,109677,556
17,31,37,99,119,248,250,271,286,293,321
18,26,29,36,47,50,75,84,86,107,133
19,6,20,66,70,89,104,106,117,121,127
20,6,19,66,70,89,104,106,117,121,127
21,147,1470,5123,5727,7119,43853,61553,106365,7347,69136
22,1754,2194,2627,2672,2924,4105,7369,26211,126160,129777
23,27338,73511,79498,79627,102138,107840,119695,370,635,1357
24,7,167,187,291,483,598,1056,1833,1852,1876
25,1330,1641,2094,2201,3024,3095,3167,3381,3791,4088
26,18,29,36,47,50,75,84,86,107,133
27,15,32,41,44,56,58,63,68,92,116
28,35,81,244,265,535,768,934,1031,1045,1599
29,18,26,36,47,50,75,84,86,107,133
30,4970,7235,7014,7211,128989,56602,56616,58898,92210,93520
31,17,37,99,119,248,250,271,286,293,321
32,15,27,41,44,56,58,63,68,92,116
33,105,2431,5158,6173,7006,65045,70286,72571,106616,118177
34,108190,1662,2908,5940,6210,6637,25884,35853,47615,47860
35,28,81,244,265,535,768,934,1031,1045,1599
36,18,26,29,47,50,75,84,86,107,133
37,17,31,99,119,248,250,271,286,293,321
38,1881,4477,4548,4553,4554,4556,4952,4954,4957,4960
39,55,88,253,378,581,592,815,855,898,1024
40,4,8,65,69,120,124,131,182,188,240
41,15,27,32,44,56,58,63,68,92,116
42,74,216,340,531,639,773,998,1113,1185,1203
43,388,394,497,706,892,2279,2366,3520,3533,4159
44,15,27,32,41,56,58,63,68,92,116
45,397,661,1304,1644,1744,2199,2278,2458,2912,3240
46,111,322,2523,3314,5513,6292,9013,30767,41716,54988
47,18,26,29,36,50,75,84,86,107,133
48,260,339,707,921,1502,2289,2304,2352,3306,3536
49,796,1049,115364,115558,1991,600,1041,1753,2165,129788
50,18,26,29,36,47,75,84,86,107,133
51,1109,1112,1115,1721,2665,4272,4601,4864,5729,7151
52,318,597,631,685,799,1067,1419,1537,1566,1683
53,5,12,59,96,197,227,235,284,355,363
54,1046,1107,1287,1332,1456,1672,1983,2015,2185,2907
55,39,88,253,378,581,592,815,855,898,1024
56,15,27,32,41,44,58,63,68,92,116
57,3,61,128,1028,2127,2177,2246,2247,2484,4992
58,15,27,32,41,44,56,63,68,92,116
59,5,12,53,96,197,227,235,284,355,363
60,115,839,940,1154,1385,1759,1997,2034,2048,2108
61,3,57,128,1028,2127,2177,2246,2247,2484,4992
62,80,102,219,228,232,233,283,294,440,458
63,15,27,32,41,44,56,58,68,92,116
