1,2294,3114,3754,4016,4886,33463,45074,53121,65577,91355
2,56,60,126,1009,2043,2093,2161,2162,2399,4896
3,7,39,64,68,118,122,129,180,186,237
4,11,52,58,94,195,224,232,281,351,359
5,18,19,65,69,88,102,104,115,119,125
6,23,165,185,288,479,592,1036,1752,1769,1792
7,3,39,64,68,118,122,129,180,186,237
8,146,158,238,484,609,711,754,808,828,986
9,71,204,251,667,980,1102,1110,1170,1424,1434
10,95,434,494,547,733,836,990,1370,1499,1552
11,4,52,58,94,195,224,232,281,351,359
12,751,842,2003,2004,2163,2514,2606,2699,2747,2780
13,2085,2089,2899,3615,3945,5109,6889,39529,52938,55856
14,26,31,40,43,55,57,62,67,90,114
15,940,8167,25840,25866,25962,59954,71840,101577,109677,552
16,30,36,97,117,245,247,268,283,290,318
17,25,28,35,46,49,74,83,85,105,131
18,5,19,65,69,88,102,104,115,119,125
19,5,18,65,69,88,102,104,115,119,125
20,145,1432,5027,5628,7007,43853,61553,106365,7235,69136
21,1689,2110,2542,2586,2838,4011,7257,8689,26277,26994
22,27338,73511,79498,79627,102138,107840,119695,366,628,1327
23,6,165,185,288,479,592,1036,1752,1769,1792
24,1301,1584,2010,2117,2938,3008,3080,3293,3700,3994
25,17,28,35,46,49,74,83,85,105,131
26,14,31,40,43,55,57,62,67,90,114
27,34,80,241,262,531,755,917,1012,1026,1547
28,17,25,35,46,49,74,83,85,105,131
29,4874,7123,6902,7099,26849,56602,56616,58898,92210,93520
30,16,36,97,117,245,247,268,283,290,318
31,14,26,40,43,55,57,62,67,90,114
32,103,2346,5062,6074,6894,65045,70286,72571,106616,118177
33,108190,1605,2822,5841,6111,6527,8450,35853,47615,47860
34,27,80,241,262,531,755,917,1012,1026,1547
35,17,25,28,46,49,74,83,85,105,131
36,16,30,97,117,245,247,268,283,290,318
37,1797,4382,4453,4458,4459,4461,4856,4858,4861,4864
38,54,87,250,374,575,586,801,840,881,1005
39,3,7,64,68,118,122,129,180,186,237
40,14,26,31,43,55,57,62,67,90,114
41,73,214,336,527,632,760,979,1090,1161,1178
42,384,390,493,694,875,2194,2281,3430,3442,4065
43,14,26,31,40,55,57,62,67,90,114
44,393,653,1275,1587,1681,2115,2193,2373,2826,3153
45,109,319,2438,3227,5416,6193,8330,30767,41716,54988
46,17,25,28,35,49,74,83,85,105,131
47,257,335,695,904,1459,2204,2219,2267,3219,3445
48,783,1029,115364,115558,1907,594,1022,1688,2081,26999
49,17,25,28,35,46,74,83,85,105,131
50,1086,1089,1092,1661,2579,4177,4506,4768,5630,7039
51,315,591,624,675,786,1047,1385,1488,1515,1626
52,4,11,58,94,195,224,232,281,351,359
53,1027,1085,1259,1303,1419,1615,1899,1931,2101,2821
54,38,87,250,374,575,586,801,840,881,1005
55,14,26,31,40,43,57,62,67,90,114
56,2,60,126,1009,2043,2093,2161,2162,2399,4896
57,14,26,31,40,43,55,62,67,90,114
58,4,11,52,94,195,224,232,281,351,359
59,113,824,923,1131,1354,1693,1913,1950,1964,2024
60,2,56,126,1009,2043,2093,2161,2162,2399,4896
61,79,100,217,225,229,230,280,291,436,454
62,14,26,31,40,43,55,57,67,90,114
63,762,867,910,950,1079,1125,1234,1539,1732,1963
64,3,7,39,68,118,122,129,180,186,237
65,5,18,19,69,88,102,104,115,119,125
66,76,172,286,338,379,541,692,748,1240,1882
67,14,26,31,40,43,55,57,62,90,114
68,3,7,39,64,118,122,129,180,186,237
69,5,18,19,65,88,102,104,115,119,125
70,46965,48678,70607,112882,32923,51545,60522,71494,93834,183
71,9,204,251,667,980,1102,1110,1170,1424,1434
72,75,82,84,96,106,133,156,171,178,194
73,41,214,336,527,632,760,979,1090,1161,1178
74,17,25,28,35,46,49,83,85,105,131
75,72,82,84,96,106,133,156,171,178,194
76,66,172,286,338,379,541,692,748,1240,1882
77,99,108,116,128,134,136,137,162,192,206
78,293,349,996,1218,1573,1589,2540,2881,2959,3265
79,61,100,217,225,229,230,280,291,436,454
80,27,34,241,262,531,755,917,1012,1026,1547
81,1053,1190,1411,1415,2074,2130,3560,3765,4766,4914
82,72,75,84,96,106,133,156,171,178,194
83,17,25,28,35,46,49,74,85,105,131
84,72,75,82,96,106,133,156,171,178,194
85,17,25,28,35,46,49,74,83,105,131
86,1287,1801,2013,2019,2370,2421,2823,2893,2905,3578
87,38,54,250,374,575,586,801,840,881,1005
88,5,18,19,65,69,102,104,115,119,125
89,98,227,376,401,423,474,839,1004,1427,1438
90,14,26,31,40,43,55,57,62,67,114
90,14,26,31,40,43,55,57,62,67,114
92,1076,1337,1655,2160,2488,2519,2551,2710,3499,3546
93,26429,37444,98175,99007,100248,113159,2793,26265,34373,72109
94,4,11,52,58,195,224,232,281,351,359
95,10,434,494,547,733,836,990,1370,1499,1552
96,72,75,82,84,106,133,156,171,178,194
97,16,30,36,117,245,247,268,283,290,318
98,89,227,376,401,423,474,839,1004,1427,1438
99,77,108,116,128,134,136,137,162,192,206
100,61,79,217,225,229,230,280,291,436,454
101,68848,107236,112353,970,1500,1894,1948,2733,2794,2936
102,5,18,19,65,69,88,104,115,119,125
103,32,2346,5062,6074,6894,65045,70286,72571,106616,118177
104,5,18,19,65,69,88,102,115,119,125
105,17,25,28,35,46,49,74,83,85,131
106,72,75,82,84,96,133,156,171,178,194
107,3396,588,709,1566,3034,6316,7247,109733,641,1011
108,77,99,116,128,134,136,137,162,192,206
109,45,319,2438,3227,5416,6193,8330,30767,41716,54988
110,465,1208,1233,1927,2028,2427,2944,3062,3066,3441
111,149,259,456,463,482,507,554,659,707,1344
112,153,5803,7048,47538,61707,78054,91423,96300,115524,119145
113,59,824,923,1131,1354,1693,1913,1950,1964,2024
114,14,26,31,40,43,55,57,62,67,90
115,5,18,19,65,69,88,102,104,119,125
116,77,99,108,128,134,136,137,162,192,206
117,16,30,36,97,245,247,268,283,290,318
118,3,7,39,64,68,122,129,180,186,237
119,5,18,19,65,69,88,102,104,115,125
120,1884,26825,27359,30781,33138,33669,42004,46578,55269,58578
121,14,26,31,40,43,55,57,62,67,90
122,3,7,39,64,68,118,129,180,186,237
123,451,2873,2875,3540,4146,4257,6789,7068,8195,36264
124,14,26,31,40,43,55,57,62,67,90
125,5,18,19,65,69,88,102,104,115,119
126,2,56,60,1009,2043,2093,2161,2162,2399,4896
127,14,26,31,40,43,55,57,62,67,90
128,77,99,108,116,134,136,137,162,192,206
129,3,7,39,64,68,118,122,180,186,237
130,14,26,31,40,43,55,57,62,67,90
131,17,25,28,35,46,49,74,83,85,105
132,190,200,226,240,373,422,457,490,540,662
133,72,75,82,84,96,106,156,171,178,194
134,77,99,108,116,128,136,137,162,192,206
135,5,18,19,65,69,88,102,104,115,119
136,77,99,108,116,128,134,137,162,192,206
137,77,99,108,116,128,134,136,162,192,206
138,14,26,31,40,43,55,57,62,67,90
139,511,522,1134,1382,1465,1586,1667,1740,1773,1788
140,17,25,28,35,46,49,74,83,85,105
141,5,18,19,65,69,88,102,104,115,119
142,14,26,31,40,43,55,57,62,67,90
143,14,26,31,40,43,55,57,62,67,90
144,5,18,19,65,69,88,102,104,115,119
145,20,1432,5027,5628,7007,43853,61553,106365,7235,69136
146,8,158,238,484,609,711,754,808,828,986
147,14,26,31,40,43,55,57,62,67,90
148,14,26,31,40,43,55,57,62,67,90
149,111,259,456,463,482,507,554,659,707,1344
150,97938,110127,54001,104312,105504,53,1027,1085,1259,1303
151,1224,1925,2728,3628,4310,8446,33162,35050,66015,74139
152,253,285,565,2120,3075,3202,3459,3621,3676,4036
153,112,5803,7048,47538,61707,78054,91423,96300,115524,119145
154,14,26,31,40,43,55,57,62,67,90
155,340,1204,1250,1619,6458,6947,7821,8723,25810,25908
156,72,75,82,84,96,106,133,171,178,194
157,473,750,1078,1445,1663,2897,3022,3049,4349,5789
158,8,146,238,484,609,711,754,808,828,986
159,1568,1627,1711,3151,4243,5287,5291,6077,6531,6870
160,91786,93520,208,260,316,442,1196,1210,1372,1375
161,4033,4407,5859,5876,6263,6854,7480,7560,7586,26240
162,77,99,108,116,128,134,136,137,192,206
163,8646,56067,66252,67896,68161,70181,70531,91031,104815,114140
164,1252,1617,3656,4037,26018,26875,86635,4848,25920,32587
165,6,23,185,288,479,592,1036,1752,1769,1792
166,403,478,778,1271,1910,2289,2484,2587,2973,3130
167,14,26,31,40,43,55,57,62,67,90
168,1100,3996,5985,8983,26307,26459,45412,47239,63772,66868
169,421,455,577,1015,1551,1595,2079,2384,2430,3412
170,464,5728,5880,6709,7802,26969,37824,37853,41753,52717
171,72,75,82,84,96,106,133,156,178,194
172,66,76,286,338,379,541,692,748,1240,1882
173,42718,96610,101182,2986,6795,108945,116813,284,544,589
174,5,18,19,65,69,88,102,104,115,119
175,14,26,31,40,43,55,57,62,67,90
176,5,18,19,65,69,88,102,104,115,119
177,220,397,735,841,1105,1128,1258,1322,1323,1324
178,72,75,82,84,96,106,133,156,171,194
179,17,25,28,35,46,49,74,83,85,105
180,3,7,39,64,68,118,122,129,186,237
181,4750,48522,502,1495,1739,3439,4748,4749,5892,6566
182,17,25,28,35,46,49,74,83,85,105
183,799,1321,1993,2315,2461,2867,3830,4128,7282,26314
184,14,26,31,40,43,55,57,62,67,90
185,6,23,165,288,479,592,1036,1752,1769,1792
186,3,7,39,64,68,118,122,129,180,237
187,5,18,19,65,69,88,102,104,115,119
188,5695,31950,40467,81184,84510,90907,3081,3355,7935,27402
189,598,1126,1278,2044,2174,2253,2622,3088,3258,3466
190,132,200,226,240,373,422,457,490,540,662
191,17,25,28,35,46,49,74,83,85,105
192,77,99,108,116,128,134,136,137,162,206
193,14,26,31,40,43,55,57,62,67,90
194,72,75,82,84,96,106,133,156,171,178
195,4,11,52,58,94,224,232,281,351,359
196,332,512,1214,1334,1570,1692,1862,1924,2256,2377
197,14,26,31,40,43,55,57,62,67,90
198,79132,519,1909,2058,2985,5388,5445,7445,8860,37462
199,1088,1935,1947,2565,3610,4308,4346,4775,4912,5012
200,132,190,226,240,373,422,457,490,540,662
201,1251,2086,2453,2624,2674,5417,5667,6270,6547,6859
202,17,25,28,35,46,49,74,83,85,105
203,5,18,19,65,69,88,102,104,115,119
204,9,71,251,667,980,1102,1110,1170,1424,1434
205,72,75,82,84,96,106,133,156,171,178
206,77,99,108,116,128,134,136,137,162,192
207,17,25,28,35,46,49,74,83,85,105
208,260,316,442,1196,1210,1375,1720,1831,2094,2105
209,14,26,31,40,43,55,57,62,67,90
210,383,416,967,1181,1386,2401,2896,2921,3025,3037
211,14,26,31,40,43,55,57,62,67,90
212,122218,2371,3721,4027,5110,7073,7306,7832,7833,26336
213,14,26,31,40,43,55,57,62,67,90
214,41,73,336,527,632,760,979,1090,1161,1178
215,17,25,28,35,46,49,74,83,85,105
216,5,18,19,65,69,88,102,104,115,119
217,61,79,100,225,229,230,280,291,436,454
218,72,75,82,84,96,106,133,156,171,178
219,14,26,31,40,43,55,57,62,67,90
220,177,397,735,841,1105,1128,1258,1322,1323,1324
220,177,397,735,841,1105,1128,1258,1322,1323,1324
222,17,25,28,35,46,49,74,83,85,105
223,5,18,19,65,69,88,102,104,115,119
224,4,11,52,58,94,195,232,281,351,359
225,61,79,100,217,229,230,280,291,436,454
226,132,190,200,240,373,422,457,490,540,662
227,89,98,376,401,423,474,839,1004,1427,1438
228,5,18,19,65,69,88,102,104,115,119
229,61,79,100,217,225,230,280,291,436,454
230,61,79,100,217,225,229,280,291,436,454
231,952,2133,2150,2265,2470,3417,3608,3752,4575,4634
232,4,11,52,58,94,195,224,281,351,359
233,14,26,31,40,43,55,57,62,67,90
234,5,18,19,65,69,88,102,104,115,119
235,72,75,82,84,96,106,133,156,171,178
236,2006,2246,3705,4299,4401,8235,26490,26589,26765,27530
237,3,7,39,64,68,118,122,129,180,186
238,8,146,158,484,609,711,754,808,828,986
239,2080,116903,2081,88468,745,1013,2059,2354,3611,3751
240,132,190,200,226,373,422,457,490,540,662
241,27,34,80,262,531,755,917,1012,1026,1547
242,346,477,549,658,1298,1416,1487,1932,1951,2303
243,355,410,810,837,1702,2014,2015,2124,3086,3157
244,313,616,2137,2559,2566,3213,3287,3483,3799,3964
245,16,30,36,97,117,247,268,283,290,318
246,77,99,108,116,128,134,136,137,162,192
247,16,30,36,97,117,245,268,283,290,318
248,5,18,19,65,69,88,102,104,115,119
249,17,25,28,35,46,49,74,83,85,105
250,38,54,87,374,575,586,801,840,881,1005
251,9,71,204,667,980,1102,1110,1170,1424,1434
252,3,7,39,64,68,118,122,129,180,186
253,152,285,565,2120,3075,3202,3459,3621,3676,4036
254,14,26,31,40,43,55,57,62,67,90
255,5,18,19,65,69,88,102,104,115,119
256,435,671,1077,1965,2136,2407,2408,2498,2507,2913
257,47,335,695,904,1459,2204,2219,2267,3219,3445
258,121249,4306,84637,92348,1848,5804,27706,31698,36289,42761
259,111,149,456,463,482,507,554,659,707,1344
260,208,316,442,1196,1210,1375,1720,1831,2094,2105
261,14,26,31,40,43,55,57,62,67,90
262,27,34,80,241,531,755,917,1012,1026,1547
263,14,26,31,40,43,55,57,62,67,90
264,14,26,31,40,43,55,57,62,67,90
