1,45074,115879,115875,33463,114552,114240,4016,3754,4886,65577
50601,41566,60,2043,80748,2093,82169,83115,31447,2161,126
100150,70133,69201,69253,69406,69446,69604,69926,70425,72883,70597
124035,1883,80586,170197,130626,3481,121057,132965,122399,80775,137353
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
100150,70133,69201,69253,69406,69446,69604,69926,70425,72883,70597
3672,609,97732,3332,7774,2056,6747,711,122519,1582,6169
137815,121141,119424,1370,111781,70817,6168,157677,111312,1722,547
124035,1883,80586,170197,130626,3481,121057,132965,122399,80775,137353
105831,99413,3695,135159,3694,3693,3692,26684,148820,7411,142590
107312,115840,73664,89586,92944,2085,95193,6889,95588,98511,2089
151163,25866,109677,150090,101577,71840,122035,15,940,8167,59954
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
43853,145,1432,5628,146386,7007,106365,161018,20,61553,5027
1689,2542,8689,26277,149112,98275,4011,88414,118082,2586,148842
129820,107172,64288,8829,26528,105563,95837,44966,123639,917,123465
29,7123,167570,4874,6902,93520,7099,116905,135430,26849,107658
33,108190,6111,6527,128711,116451,130028,100171,47860,143769,5841
129820,107172,64288,8829,26528,105563,95837,44966,123639,917,123465
6951,2152,86412,1843,1822,33140,1713,1707,1592,1588,6794
100150,70133,69201,69253,69406,69446,69604,69926,70425,72883,70597
173117,2826,393,57326,122890,160147,158715,89190,105101,128842,92672
105835,155894,3227,319,6193,158565,54988,125768,135147,127296,124509
48,783,1029,115558,115364,1907,26999,72737,594,2081,1022
124035,1883,80586,170197,130626,3481,121057,132965,122399,80775,137353
102174,158807,62925,80839,108754,5839,95832,64365,8684,164208,79925
6951,2152,86412,1843,1822,33140,1713,1707,1592,1588,6794
50601,41566,60,2043,80748,2093,82169,83115,31447,2161,126
124035,1883,80586,170197,130626,3481,121057,132965,122399,80775,137353
50601,41566,60,2043,80748,2093,82169,83115,31447,2161,126
5767,6143,82009,82053,6067,6071,6081,82917,6089,27136,1732
100150,70133,69201,69253,69406,69446,69604,69926,70425,72883,70597
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
100150,70133,69201,69253,69406,69446,69604,69926,70425,72883,70597
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
70607,112882,70,48678,46965,32923,172569,51545,71494,60522,145809
176123,102826,103164,175763,143005,103112,7199,102993,102989,102972,7222
176123,102826,103164,175763,143005,103112,7199,102993,102989,102972,7222
129820,107172,64288,8829,26528,105563,95837,44966,123639,917,123465
176123,102826,103164,175763,143005,103112,7199,102993,102989,102972,7222
176123,102826,103164,175763,143005,103112,7199,102993,102989,102972,7222
66808,2905,7090,161078,148078,157468,160028,2893,84836,102338,150032
6951,2152,86412,1843,1822,33140,1713,1707,1592,1588,6794
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
26429,149508,99007,141395,113159,146511,100248,37444,140535,98175,169250
124035,1883,80586,170197,130626,3481,121057,132965,122399,80775,137353
137815,121141,119424,1370,111781,70817,6168,157677,111312,1722,547
176123,102826,103164,175763,143005,103112,7199,102993,102989,102972,7222
101,68848,112353,107236,970,135893,149070,117626,138852,98348,163887
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
176123,102826,103164,175763,143005,103112,7199,102993,102989,102972,7222
107,3396,588,7247,109733,3034,1566,709,6316,8883,107732
105835,155894,3227,319,6193,158565,54988,125768,135147,127296,124509
171243,7048,96300,78054,5803,115524,61707,47538,153,91423,119145
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
100150,70133,69201,69253,69406,69446,69604,69926,70425,72883,70597
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
164739,103966,88601,156613,127134,68659,123719,106918,174465,128872,96722
100150,70133,69201,69253,69406,69446,69604,69926,70425,72883,70597
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
50601,41566,60,2043,80748,2093,82169,83115,31447,2161,126
100150,70133,69201,69253,69406,69446,69604,69926,70425,72883,70597
176123,102826,103164,175763,143005,103112,7199,102993,102989,102972,7222
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
43853,145,1432,5628,146386,7007,106365,161018,20,61553,5027
3672,609,97732,3332,7774,2056,6747,711,122519,1582,6169
150,97938,110127,105504,104312,54001,65612,103361,162818,3347,85025
171243,7048,96300,78054,5803,115524,61707,47538,153,91423,119145
48030,6458,42943,25908,119601,173825,81216,71933,170707,340,117426
176123,102826,103164,175763,143005,103112,7199,102993,102989,102972,7222
3022,41828,89932,89971,151279,1078,47740,166005,71792,146980,473
3672,609,97732,3332,7774,2056,6747,711,122519,1582,6169
160,93520,91786,2528,104017,316,122264,90495,90493,3864,60514
150962,5968,778,105720,47931,7011,83927,50949,5987,76312,142564
117166,8534,421,26337,106887,47868,8221,169,1595,105184,3412
53972,6709,37853,144136,101761,7802,120946,170875,170,37824,136696
176123,102826,103164,175763,143005,103112,7199,102993,102989,102972,7222
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
176123,102826,103164,175763,143005,103112,7199,102993,102989,102972,7222
100150,70133,69201,69253,69406,69446,69604,69926,70425,72883,70597
181,48522,4750,117989,4749,74580,112006,1495,5892,50162,1739
54910,1993,157055,134332,113252,71500,161776,1321,3830,53352,136834
100150,70133,69201,69253,69406,69446,69604,69926,70425,72883,70597
118890,25947,156367,114234,156371,114263,156375,114329,114363,114455,25986
154572,5695,188,31950,81184,40467,90907,142266,84510,160203,45003
118492,74698,27213,2174,1278,174115,189,2044,131610,3258,110314
